Incident,Date,Incident Type,Address,Longitude,Latitude,Time,Response
"Lightning Strikes Condo, Causing Fire On Midvale Blvd.","07/21/2016","Structure","500 Block Midvale Blvd, Madison, WI","-89.451248","43.056120","2016-07-21T20:36:00-05:00","0:06:00"
"Stay Off City Roads, Madison Fire Warns","07/21/2016","Outdoor","Madison, WI","-89.401230","43.073052","2016-07-21T19:28:00-05:00","0"
"MFD Responds To Over 120 Storm-Related Calls, Issues Reminder About Confronting Floods","07/21/2016","Outdoor","Madison, WI","-89.401230","43.073052","2016-07-21T18:00:00-05:00","0"
"Multiple Injuries Following Five-Car Crash On Highway 51","07/19/2016","Vehicle","U.S. Highway 51 / Terminal, Madison, WI","-89.401230","43.073052","2016-07-19T17:00:00-05:00","0:12:00"
"Two Cars Damaged In Vehicle Fire On Aberg Avenue","07/19/2016","Vehicle","1800 Block Aberg Ave, Madison, WI","-89.361424","43.114239","2016-07-19T15:15:00-05:00","0:05:00"
"Cause Of Outdoor Fire Unknown","07/19/2016","Outdoor","1000 Block Woodward Drive, Madison, WI","-89.382074","43.130209","2016-07-19T13:11:00-05:00","0:06:00"
"Grill Fire Remains Isolated, Causes Minimal Damage","07/17/2016","Cooking","1600 Block Deerwood Drive, Madison, WI","-89.303347","43.075596","2016-07-17T18:39:00-05:00","0"
"Kitchen Fire On Blue Heron Drive","07/17/2016","Cooking","9500 Block Blue Heron Drive, Madison, WI","-89.551480","43.079697","2016-07-17T18:29:00-05:00","0"
"Driver Uninjured After Car Strikes Building At Ho Chunk Casino","07/17/2016","Vehicle","4000 Block Evan Acres Road, Madison, WI","-89.272550","43.041051","2016-07-17T04:47:00-05:00","0"
"One Rescued From Downtown Elevator","07/16/2016","Elevator","10 Block W. Main Street, Madison, WI","-74.416924","40.760065","2016-07-16T06:37:00-05:00","0:04:00"
"Small Fire Ignites Inside Greasy Stove","07/15/2016","Cooking","400 Block E. Village Green Ln, Madison, WI","-85.394478","38.762015","2016-07-15T09:35:00-05:00","0:06:00"
"Family Finds Fire, Not Pokémon, At Demetral Field","07/14/2016","Outdoor","Demetral Field, Madison, WI","-89.356482","43.103242","2016-07-14T07:09:00-05:00","0:07:00"
"No Injuries In Vehicle Fire On West Side; One Cited For Crossing Fire Hose","07/13/2016","Vehicle","S. Yellowstone Drive / Mineral Point Road, Madison, WI","-89.500196","43.060654","2016-07-13T10:29:00-05:00","0:03:00"
"Three Displaced By Cooking Fire On Raymond Road","07/12/2016","Cooking","6500 Block Raymond Rd, Madison, WI","-89.494263","43.031918","2016-07-12T00:24:00-05:00","0:03:00"
"East Side Fire Displaces Four People","07/11/2016","Structure","1800 Block Packers Avenue, Madison, WI","-89.355179","43.118718","2016-07-11T11:56:00-05:00","0:03:00"
"Fire Results In $70,000 In Damage At Packers Ave. Home; Nobody Injured","07/11/2016","Structure","1800 Block Packers Ave, Madison, WI","-89.355179","43.118718","2016-07-11T11:56:00-05:00","0:03:00"
"Small Fire Extinguished With Help Of City Streets Crew","07/11/2016","Outdoor","5800 Block Femrite Dr, Madison, WI","-89.280984","43.051812","2016-07-11T09:28:00-05:00","0:06:00"
"Driver Injured After Car Crashes Into Park Street Walgreens","07/10/2016","Vehicle","2100 Block S. Park Street, Madison, WI","-89.394119","43.043343","2016-07-10T09:06:00-05:00","0:02:00"
"Firefighters Help Stranded Kids Kayaking On Lake Wingra","07/08/2016","Lake Rescue","Lake Wingra, Madison, WI","-89.415098","43.054424","2016-07-08T12:51:00-05:00","0:05:00"
"Cyclist Injured In North Side Crash","07/07/2016","Vehicle","Packers Ave. / Aberg Ave, Madison, WI","-89.350136","43.110801","2016-07-07T13:34:00-05:00","0:04:00"
"Laptop Explodes, Causes Small Fire On West Side; Nobody Injured","07/06/2016","Structure","6400 Block Enterprise Ln, Madison, WI","-89.488570","43.056319","2016-07-06T13:43:00-05:00","0:03:00"
"Storm-Related Emergencies Included Electrical Hazards, Home Health Scares","07/06/2016","Outdoor","City of Madison, Madison, WI","-85.379958","38.735893","2016-07-06T12:23:00-05:00","0"
"Downed Power Lines Cause Fire On Tompkins","07/06/2016","Outdoor","1000 Block Tompkins Dr, Madison, WI","-89.314757","43.058714","2016-07-06T02:22:00-05:00","0:09:00"
"East Side Man Told Not To Use Gasoline As Weed Killer","07/04/2016","Outdoor","N. Seventh Street, Madison, WI","-89.352229","43.101454","2016-07-04T20:09:00-05:00","0"
"Fuel Overflow At Gas Station Places Pumps Out Of Service","07/04/2016","Outdoor","6200 Block Schroeder Rd, Madison, WI","-89.491332","43.046317","2016-07-04T10:12:00-05:00","0:06:00"
"Outdoor Fire On Williamson Street Violated Several City Rules","07/02/2016","Unauthorized Burning","1400 Block Williamson St, Madison, WI","-89.360767","43.085793","2016-07-02T00:18:00-05:00","0"
"Large Tree Limb Damages Two Vehicles; Nobody Injured","06/30/2016","Electrical","600 Block Sheldon Street, Madison, WI","-89.428488","43.059979","2016-06-30T15:44:00-05:00","0:04:00"
"Back Yard Fire On Morrison Did Not Meet Safety Standards","06/29/2016","Unauthorized Burning","1300 Block Morrison Street, Madison, WI","-89.359047","43.081995","2016-06-29T22:17:00-05:00","0:04:00"
"Mattress Goes Up In Flames Outside North Side Home","06/28/2016","Trash/Rubbish","Shelley Lane, Madison, WI","-89.359223","43.133849","2016-06-28T12:50:00-05:00","0"
"Firefighters Called Twice To Catalpa Road For Similar Incidents","06/28/2016","Fireworks","Catalpa Road, Madison, WI","-89.402753","43.040499","2016-06-28T12:36:00-05:00","0"
"Unattended Burner Leads To Stovetop Fire On Southwest Side","06/27/2016","Structure","6700 Block Pima Drive, Madison, WI","-89.499349","43.011601","2016-06-27T15:24:00-05:00","0"
"Infant Unharmed Following Accidental Lock-In","06/26/2016","Vehicle","2100 Block Frisch Rd, Madison, WI","-89.492725","43.029921","2016-06-26T10:37:00-05:00","0:09:00"
"Hotel Guests Relocated Due To Flooding Following Storms","06/26/2016","Water Leak","5200 Block East Terrace Blvd, Madison, WI","-89.290428","43.145531","2016-06-26T03:58:00-05:00","0:06:00"
"Six People Rescued From Capsized Boat","06/26/2016","Lake Rescue","4600 Block of Tonyawatha Trail, Madison, WI","-89.337602","43.070790","2016-06-26T00:11:00-05:00","0:06:00"
"Cause Of Vilas Avenue Garage Fire Under Investigation","06/25/2016","Structure","1700 Block Vilas Ave, Madison, WI","-89.412772","43.063118","2016-06-25T14:39:00-05:00","0:00:00"
"Apartment Fire Displaces Three People","06/24/2016","Cooking","2800 Block of Cimarron Trail, Madison, WI","-89.511747","43.022592","2016-06-24T18:29:00-05:00","0:07:00"
"Westbound I-90 Shut Down For Multi-Vehicle Crash","06/24/2016","Vehicle","I90 Westbound, Madison, WI 53718","-89.369848","43.137854","2016-06-24T10:16:00-05:00","2:11:00"
"Fire Damages Pressure Washer At East Side Business","06/22/2016","Electrical","3700 Block Lexington Ave, Madison, WI","-89.322728","43.110584","2016-06-22T13:29:00-05:00","0:04:00"
"Firefighters Respond To Crash At Mineral Point and Gammon Pl.","06/22/2016","Vehicle","Mineral Point Rd. / Gammon Pl, Madison, WI","-89.500498","43.059379","2016-06-22T02:02:00-05:00","0:01:00"
"Solar Oven Damaged By Fire On East Side","06/21/2016","Outdoor","5100 Block Starker Ave, Madison, WI","-89.293332","43.077089","2016-06-21T14:53:00-05:00","0:03:00"
"Disconnected Power Line Caused Brief Outage, Road Closure Tuesday","06/21/2016","Electrical","1900 Block E. Mifflin St, Madison, WI","-89.360436","43.093087","2016-06-21T11:53:00-05:00","0:01:00"
"Nobody Injured Or Displaced By Appliance Fire On Wheeler Road","06/17/2016","Appliance","1300 Block Wheeler Road, Madison, WI","-89.373328","43.148324","2016-06-17T21:27:00-05:00","0:06:00"
"Itsy Bitsy Spider Blamed For Alarm Activation","06/17/2016","Alarm Investigation","1600 Block Capital Ave, Madison, WI","-89.482260","43.082476","2016-06-17T00:45:00-05:00","0:06:00"
"Oven Removed From West-Side PDQ Following Small Fire","06/16/2016","Cooking","7700 Block Mineral Point Rd, Madison, WI","-89.516063","43.060930","2016-06-16T12:37:00-05:00","0:05:00"
"Carbon Monoxide Disaster Averted","06/14/2016","Carbon Monoxide","2500 Block of Calypso Rd, Madison, WI","-89.366253","43.125212","2016-06-14T22:02:00-05:00","0"
"Grill On Downtown Balcony Deemed Unsafe","06/14/2016","Unauthorized Burning","10 Block Bassett Street, Madison, WI","-89.391314","43.070316","2016-06-14T17:27:00-05:00","0:03:00"
"Schoep's Ice Cream Evacuated Due To Ammonia Leak; No Injuries","06/14/2016","Gas Leak","500 Block Division Street, Madison, WI","-89.351019","43.091720","2016-06-14T09:31:00-05:00","0:03:00"
"Firefighters Investigate Outdoor Burning Complaint; Find No Problems","06/12/2016","Outdoor","2100 Block Fremont Ave, Madison, WI","-89.364925","43.121453","2016-06-12T20:46:00-05:00","0"
"Rollover Crash and Vehicle Fire On Beltline Highway","06/11/2016","Vehicle","Eastbound U.S. Highway 12 / Westbound I-90, Madison, WI","-89.401230","43.073052","2016-06-11T21:53:00-05:00","0:09:00"
"Engine 13 Called For Electrical Arcing Inside Oven","06/10/2016","Electrical","500 Block Aztalan, Madison, WI","-89.261266","43.091862","2016-06-10T17:15:00-05:00","0:05:00"
"Warner Park Porta-Potty Fire Under Investigation","06/09/2016","Outdoor","Warner Park, 2900 block Sherman Ave., Madison, WI","-89.371292","43.128174","2016-06-09T22:20:00-05:00","0:04:00"
"Propane Tank Bursts Into Flames On West Side; Nobody Injured","06/09/2016","Outdoor","5600 Block Research Park Blvd, Madison, WI","-89.475331","43.056276","2016-06-09T11:22:00-05:00","0:06:00"
"Northside Balcony Fire Under Investigation","06/08/2016","Structure","2400 Block Fremont Ave, Madison, WI","-89.364882","43.124442","2016-06-08T10:40:00-05:00","0:01:00"
"Unattended Cooking Fire Displaces One","06/07/2016","Cooking","3100 Block Muir Field Rd, Madison, WI","-89.508591","43.018263","2016-06-07T21:51:00-05:00","0:05:00"
"Driver Transported Following Rollover Crash on Northport","06/07/2016","Vehicle","1400 Block Northport Drive, Madison, WI","-89.368329","43.128254","2016-06-07T21:50:00-05:00","0:02:00"
"Cause Of Southside Shed Fire Undetermined","06/07/2016","Structure","3100 Block Churchill Drive, Madison, WI","-89.422935","43.029097","2016-06-07T19:43:00-05:00","0:06:00"
"Dog Leash Gets Tangled In A Scooter On East Washington","06/06/2016","Assist Citizen","1900 Block E. Washington Ave, Madison, WI","-89.359610","43.092660","2016-06-06T19:24:00-05:00","0:01:00"
"Lake Rescue Team Assists With Kayak Fire On Lake Monona","06/06/2016","Lake Rescue","Lake Monona, Madison, WI","-89.355890","43.071096","2016-06-06T01:11:00-05:00","0:08:00"
"Large Dumpster Fire Dowtown May Have Been Intentional","06/06/2016","Trash/Rubbish","600 Block N. Frances St, Madison, WI","-89.395357","43.075801","2016-06-06T01:03:00-05:00","0:05:00"
"Tupperware Lids Smolder Inside Oven Drawer","06/05/2016","Cooking","2900 Block Curry Parkway, Madison, WI","-89.426172","43.032893","2016-06-05T20:57:00-05:00","0:07:00"
"Driver Pinned Following Early-Morning Beltline Crash","06/04/2016","Vehicle","Westbound Beltline / Park Street, Madison, WI","-69.875079","44.800462","2016-06-04T03:29:00-05:00","0"
"Firefighters Knock Down Car Fire On Franklin Ave.","06/03/2016","Vehicle","500 Block N. Franklin Ave, Madison, WI","-89.436289","43.072310","2016-06-03T21:53:00-05:00","0:05:00"
"Firefighters Called To Schroeder Road; Intoxicated Cooking To Blame","06/02/2016","Cooking","6800 Block Schroeder Rd, Madison, WI","-89.501721","43.047851","2016-06-02T21:04:00-05:00","0:04:00"
"Discarded Cigarette Starts Small Balcony Fire","06/02/2016","Smoking","Ponwood Circle, Madison, WI","-89.500903","43.081668","2016-06-02T19:19:00-05:00","0:05:00"
"Hotdogs Burn After Cook Falls Asleep","06/02/2016","Cooking","2800 Block Hauk Street, Madison, WI","-89.343182","43.103053","2016-06-02T18:12:00-05:00","0:06:00"
"Firefighters Still on Scene at Recycling Plant Fire","06/01/2016","Structure","1800 Block S. Park Street, Madison, WI","-89.394891","43.046992","2016-06-01T16:02:00-05:00","0:05:00"
"Automatic Sprinkler System Extinguishes Cooking Fire","06/01/2016","Cooking","5400 Block Congress Ave, Madison, WI","-89.283400","43.140047","2016-06-01T11:32:00-05:00","0:05:00"
"Firefighters, Paramedics Respond To Vehicle Crash Outside Fire Station","05/31/2016","Vehicle","1500 Block Troy Drive, Madison, WI","-89.369112","43.133303","2016-05-31T14:52:00-05:00","0:01:00"
"Firefighters Assist Child Locked In Bathroom","05/31/2016","Assist Citizen","1900 Block S. Thompson Drive, Madison, WI","-89.282054","43.071986","2016-05-31T10:13:00-05:00","12:06:00"
"Baking Stone Left Inside Oven Causes Small Fire","05/29/2016","Appliance","Lilac Lane, Madison, WI","-89.446763","43.030051","2016-05-29T15:48:00-05:00","0:08:00"
"Ladder 1 Responds To Car Fire At Downtown Parking Lot","05/28/2016","Vehicle","300 Block W. Gorham Street, Madison, WI","-89.384705","43.080544","2016-05-28T22:32:00-05:00","0:08:00"
"Windy Day Rustles Up Several Calls To Madison Fire","05/28/2016","Electrical","City of Madison, Madison, WI","-85.379958","38.735893","2016-05-28T15:49:00-05:00","0"
"Engine 10 Called to Trailsway For Grill Violation","05/28/2016","Outdoor","1500 Block Trailsway, Madison, WI","-89.367169","43.126161","2016-05-28T14:39:00-05:00","0:04:00"
"Running Car Produces Carbon Monoxide In Area Condo","05/28/2016","Carbon Monoxide","Nessling Street, Madison, WI","-89.517344","43.017601","2016-05-28T01:08:00-05:00","0:05:00"
"Rental Car Totalled Following Fire On the Interstate","05/27/2016","Vehicle","I90 Westbound, Madison, WI","-83.440384","30.478825","2016-05-27T17:24:00-05:00","0:13:00"
"Tree Limb Takes Down Power Cable On East Side","05/27/2016","Electrical","Wirth Court, Madison, WI","-89.342851","43.099958","2016-05-27T14:46:00-05:00","0:05:00"
"Electrical Outlet Overheats at Grocery Store","05/27/2016","Excessive heat/scorch","3600 Block University Ave, Madison, WI","-89.449251","43.075701","2016-05-27T01:49:00-05:00","0:04:00"
"Careless Cooking Causes Apartment Fire","05/26/2016","Structure","700 Block Vera Court, Madison, WI","-89.385171","43.135448","2016-05-26T21:02:00-05:00","0:05:00"
"Residential Gas Leak on Mammoth Trail","05/26/2016","Gas Leak","3500 Block Mammoth Trail, Madison, WI","-89.515050","43.010730","2016-05-26T20:57:00-05:00","0:07:00"
"Vehicle Fire on Linden Drive","05/26/2016","Vehicle","1600 Block Linden Dr, Madison, WI","-89.412757","43.075166","2016-05-26T10:53:00-05:00","0:04:00"
"Downed Lines Cause Temporary Power Outage on East Side","05/26/2016","Electrical","2800 Block Commerical Avenue, Madison, WI","-89.345345","43.106796","2016-05-26T07:06:00-05:00","0:06:00"
"Three Transported After Multi-Vehicle Crash on S. Stoughton Rd.","05/25/2016","Vehicle","S. Stoughton Rd. at Buckeye Rd, Madison, WI","-89.309944","43.073434","2016-05-25T16:00:00-05:00","0"
"Fire Damages Storage Shed","05/25/2016","Structure","3900 Block Milwaukee St, Madison, WI","-89.317067","43.098385","2016-05-25T14:27:00-05:00","0:04:00"
"Two Children Locked in Vehicle","05/25/2016","Assist Citizen","5800 Block Raymond Rd, Madison, WI","-89.479806","43.031989","2016-05-25T10:37:00-05:00","0"
"Mishandling of Smoking Materials Starts Condo Fire; Smoke Detectors and Pull Stations Were Inoperable","05/25/2016","Structure","1000 Block Rockefeller Lane, Madison, WI","-89.297905","43.111271","2016-05-25T03:05:00-05:00","0:08:00"
"Misuse of Grill Prompts Fire Scare","05/25/2016","Outdoor","7200 Block E Valley Ridge Dr, Madison, WI","-81.029032","41.799853","2016-05-25T00:43:00-05:00","0"
"CO Alarms Avert Disaster for Family","05/24/2016","Carbon Monoxide","900 Block E. Dayton St, Madison, WI","-89.375345","43.083839","2016-05-24T21:09:00-05:00","0:04:00"
"Child Accidentally Locked in Vehicle","05/24/2016","Assist Citizen","1500 Block Troy Dr, Madison, WI","-89.369112","43.133303","2016-05-24T13:19:00-05:00","0:04:00"
"Small Fire in Median on Packers Avenue","05/23/2016","Outdoor","Packers Ave @ N. Sixth St, Madison, WI","-89.358130","43.103412","2016-05-23T17:38:00-05:00","0:07:00"
"Landscaping Wood Chips Found Smoldering on Park Street","05/23/2016","Outdoor","2200 Block S. Park St, Madison, WI","-89.394429","43.042313","2016-05-23T16:16:00-05:00","0"
"Downed Wires on Fairview Road","05/23/2016","Electrical","Fairvew Rd/Eagle Crest Dr, Madison, WI","-89.291264","43.109500","2016-05-23T04:55:00-05:00","0:06:00"
"Carbon Monoxide Alarm on Craig Avenue","05/23/2016","Carbon Monoxide","100 Block Craig Ave, Madison, WI","-89.472014","43.075780","2016-05-23T00:20:00-05:00","0:07:00"
"Sunny Day Causes Concern on Monroe Street","05/22/2016","Structure","1800 Block Monroe Street, Madison, WI","-89.416616","43.065289","2016-05-22T20:42:00-05:00","0:03:00"
"Fire Alarm Triggered by High-Heat Cooking","05/22/2016","Smoke Scare","Sauk Ridge Trail, Madison, WI","-89.493783","43.079702","2016-05-22T20:10:00-05:00","0:07:00"
"LP Grill Starts Fire on Deck of Home","05/22/2016","Structure","4400 Block Rigney Lane, Madison, WI","-89.361915","43.140863","2016-05-22T17:39:00-05:00","0:03:00"
"Smoldering Cigarettes Cause Smoke Scare on Junction Road","05/22/2016","Smoke Scare","200 Block Junction Rd, Madison, WI","-89.527481","43.062422","2016-05-22T16:55:00-05:00","0:05:00"
"Spilled Duck Fat Makes for a Slippery Situation on the Square","05/22/2016","Hazmat","100 Block N. Carroll St, Madison, WI","-89.386819","43.074999","2016-05-22T15:58:00-05:00","0:03:00"
"Heat Tape Causes Smoke Scare at Goodman Center","05/22/2016","Smoke Scare","100 Block Waubesa St, Madison, WI","-89.343991","43.097900","2016-05-22T15:53:00-05:00","0:04:00"
"Outdoor Fire at Packers Ave. & International Ln.","05/22/2016","Outdoor","Packers at International, Madison, WI","-89.355104","43.121555","2016-05-22T14:04:00-05:00","0:03:00"
"Burnt Brats Result in Fire Call","05/22/2016","Odor Investigation","4800 Block Camden Rd, Madison, WI","-89.311790","43.071278","2016-05-22T01:15:00-05:00","0:06:00"
