Incident,Date,Incident Type,Address,Longitude,Latitude,Time,Response
"Hazmat Team Identifies Powder Found Outside West Side School","03/26/2016","Hazmat","6600 Block Inner Dr, Madison, WI","-89.496044","43.067548","2016-03-26T17:21:00-05:00","0"
"Madison Fire Dept. Receives Multiple Outdoor Burning Complaints","03/26/2016","Outdoor","Madison, WI","-89.401230","43.073052","2016-03-26T16:12:00-05:00","0"
"Smoke Smell Traced To Light Switch","03/26/2016","Electrical","Sussex Ln, Madison, WI","-89.323332","43.094537","2016-03-26T01:00:00-05:00","0:05:00"
"Firefighters Investigate Chemical Smell on Blossom Lane","03/24/2016","Hazmat","Blossom Ln, Madison, WI","-89.308715","43.074303","2016-03-24T21:59:00-05:00","0:08:00"
"Engine 3 Investigates Alarm Activation At Constellation Apts.","03/23/2016","Cooking","N. Livingston St, Madison, WI","-89.377975","43.083197","2016-03-23T18:13:00-05:00","0:05:00"
"Smoke Reported Inside East Towne-Area Restaurant","03/23/2016","Electrical","4200 Block East Towne Blvd, Madison, WI","-89.310461","43.124260","2016-03-23T11:47:00-05:00","0:03:00"
"Kitchen Fire in Apartment on East Side Displaces Residents","03/22/2016","Structure","900 Block Vernon Avenue, Madison, WI 53714","-89.305667","43.085886","2016-03-22T19:19:00-05:00","0:03:00"
"Firefighters Called For Yard Waste Burning; Residents Encouraged To Use City Service","03/22/2016","Outdoor","3800 Block Manitou Way, Madison, WI","-89.438677","43.047920","2016-03-22T15:26:00-05:00","0:09:00"
"Engine 4 Responds to Car Fire On Monroe Street","03/22/2016","Vehicle","2400 Block Monroe St, Madison, WI","-89.426038","43.059153","2016-03-22T07:50:00-05:00","0:04:00"
"Engine 10 Called to Dumpster Fire On Northport Drive","03/21/2016","Trash/Rubbish","2000 Block Northport Dr, Madison, WI","-89.357443","43.128573","2016-03-21T22:51:00-05:00","0:04:00"
"Broiler Bumped, But No Gas Leak, At Capitol Lakes Retirement Community","03/21/2016","Gas Leak","300 Block W. Main St, Madison, WI","-74.399456","40.749818","2016-03-21T20:43:00-05:00","0:03:00"
"Firefighters Called To Merchant Restaurant After Sparks, Smoke Seen","03/21/2016","Smoke Scare","100 Block S. Pinckney St, Madison, WI","-89.384132","43.076481","2016-03-21T17:55:00-05:00","0:02:00"
"Cooking Fire Damages Raymond Road Kitchen","03/21/2016","Cooking","6500 Block Raymond Rd, Madison, WI","-89.494263","43.031918","2016-03-21T15:56:00-05:00","0:02:00"
"Firefighters Knock Down Car Fire On Troy Drive","03/21/2016","Vehicle","300 Block Troy Dr, Madison, WI","-89.395220","43.133839","2016-03-21T15:22:00-05:00","0:05:00"
"5 Transported After Multi-Vehicle Crash","03/19/2016","Vehicle","Packers Ave/Commerical Ave, Madison, WI","-89.401230","43.073052","2016-03-19T19:10:00-05:00","0"
"Firefighters Find Fire Hazards Amid Large Party On West Side","03/19/2016","Unauthorized Burning","2200 Block Rosenberry Rd, Madison, WI","-89.458015","43.030056","2016-03-19T18:53:00-05:00","0:03:00"
"Passing Truck Strikes Cable Lines, Affecting Charter Customers","03/19/2016","Electrical","Highway 12 Eastbound at Whitney Way, Madison, WI","-89.468422","43.068051","2016-03-19T03:48:00-05:00","0:07:00"
"Kitchen Fire Displaces Family on Yorktown Cir","03/18/2016","Cooking","Yorktown Circle, Madison, WI","-89.499208","43.023877","2016-03-18T20:07:00-05:00","0:04:00"
"Three Rescued From Elevator at Downtown Hotel","03/18/2016","Elevator","500 Block W. Johnson St, Madison, WI","-89.382449","43.080092","2016-03-18T18:43:00-05:00","0:03:00"
"Soiled Rags Smolder Inside Food Manufacturing Company On Femrite Dr.","03/18/2016","Trash/Rubbish","5200 Block Femrite Dr, Madison, WI","-89.291613","43.051721","2016-03-18T07:19:00-05:00","0:05:00"
"Die Cast Machine Catches Fire At Kipp Corporation","03/17/2016","Electrical","100 Block S. Fair Oaks Ave, Madison, WI","-89.338262","43.097933","2016-03-17T22:08:00-05:00","0:04:00"
"Firefighters Respond to Williamson Street Art Center for Fire","03/17/2016","Structure","1000 Block Williamson St, Madison, WI","-89.367908","43.080782","2016-03-17T20:29:00-05:00","0:03:00"
"Tree Strikes School Bus On Old Sauk Road; Nobody Injured","03/17/2016","Vehicle","5900 Block Old Sauk Rd, Madison, WI","-89.481523","43.075238","2016-03-17T15:32:00-05:00","0:07:00"
"Firefighters Called After Resident Overcooks St. Patrick's Day Meal","03/17/2016","Cooking","1100 Block Morraine View Dr, Madison, WI","-89.506264","43.042575","2016-03-17T13:04:00-05:00","0:04:00"
"Discarded Cigarette Starts Small Fire Outside DOT Building","03/17/2016","Trash/Rubbish","4800 Block Sheboygan Ave, Madison, WI","-89.459415","43.073979","2016-03-17T08:33:00-05:00","0:09:00"
"Firefighters Assist Locked-Out Downtown Resident","03/16/2016","Assist Citizen","10 Block E. Gorham St, Madison, WI","-89.387606","43.077985","2016-03-16T18:47:00-05:00","0:03:00"
"High Winds Topple Tree On Cross Street","03/16/2016","Outdoor","3500 Block Cross St, Madison, WI","-89.437530","43.053601","2016-03-16T15:23:00-05:00","0:06:00"
"Windy Wednesday","03/16/2016","Outdoor","Madison, WI","-89.401230","43.073052","2016-03-16T08:28:00-05:00","0"
"Sounding Smoke Alarm Found In Dumpster","03/15/2016","Alarm Investigation","200 Block Kennedy Heights, Madison, WI","-89.387877","43.142196","2016-03-15T22:46:00-05:00","0:04:00"
"Engine 4 Responds To Gasoline Spill","03/14/2016","Vehicle","2100 Block Chardbourne Ave, Madison, WI","-89.421239","43.068724","2016-03-14T20:30:00-05:00","0:04:00"
"Self-Cleaning Oven Stirs Up Smoke Scare On Vera Court","03/14/2016","Appliance","600 Block Vera Ct, Madison, WI","-89.385991","43.136216","2016-03-14T11:08:00-05:00","0:03:00"
"Two-Alarm Stewart Street Fire Under Investigation","03/14/2016","Structure","800 Block Stewart St, Madison, WI","-89.394671","43.030004","2016-03-14T04:58:00-05:00","0:05:00"
"Basement Smoke Caused By Overloaded Wash Machine","03/13/2016","Appliance","1100 Block Moorland Rd, Madison, WI","-89.366418","43.033536","2016-03-13T22:05:00-05:00","0:07:00"
"Firefighters Called For Electrical Pole On Fire; One Injured","03/13/2016","Electrical","2700 Block McDivitt Rd, Madison, WI","-89.422969","43.033365","2016-03-13T20:32:00-05:00","0:06:00"
"Kitchen Fire Extinguished in High Rise Apartment","03/11/2016","Cooking","600 Block Sawyer Terrace, Madison, WI","-89.455919","43.072320","2016-03-11T13:50:00-06:00","0:06:00"
"'Barbecue Smell' Hints At Dumpster Fire Behind Southwestern Food Business","03/10/2016","Outdoor","5200 Block Femrite Dr, Madison, WI","-89.291613","43.051721","2016-03-10T22:25:00-06:00","0:19:00"
"Six Displaced Following Fire On Mayfair Ave.","03/10/2016","Structure","800 Block Mayfair Ave, Madison, WI","-89.325633","43.109056","2016-03-10T13:30:00-06:00","0:05:00"
"Dog Rescued After Falling Through Thin Ice at Warner Park Dog Park","03/09/2016","Lake Rescue","2200 Block Sheridan Dr, Madison, WI 53704","-89.372218","43.123590","2016-03-09T18:15:00-06:00","0"
"Water Leak At Northside Care Facility","03/09/2016","Structure","300 Block Knutson Dr, Madison, WI","-89.395598","43.141697","2016-03-09T17:31:00-06:00","0"
"One Person Transported After Crashing Car Through Home","03/09/2016","Vehicle","4700 Block Ames St, Madison, WI","-89.456127","43.056156","2016-03-09T16:40:00-06:00","0"
"Alarm Sends Firefighters To Institute for Medical Research","03/07/2016","Structure","1100 Block Highland Ave, Madison, WI","-89.431642","43.078833","2016-03-07T10:39:00-06:00","0"
"Neighbors Report Power Outage After Car Strikes Utility Box","03/05/2016","Vehicle","4600 Block Stein Ave, Madison, WI","-89.303000","43.103841","2016-03-05T07:27:00-06:00","0:08:00"
"West Side Trash Can Fire Under Investigation","03/04/2016","Structure","6700 Block Schroeder Rd, Madison, WI","-89.496541","43.046280","2016-03-04T17:35:00-06:00","0:06:00"
"Home Ventilated After Carbon Monoxide Detected In Basement","03/02/2016","Carbon Monoxide","3200 Block Gregory St, Madison, WI","-89.435167","43.056242","2016-03-02T19:14:00-06:00","0:06:00"
"Homeowner Returns To Find Bread On Fire","03/02/2016","Cooking","Ridgeview Ct, Madison, WI","-89.339025","43.110023","2016-03-02T18:21:00-06:00","0:08:00"
"Two Asleep As Smoke Fills Southside Apartment","03/01/2016","Cooking","Magnolia Ln, Madison, WI","-89.399934","43.039373","2016-03-01T21:32:00-06:00","0:03:00"
"SUV Strikes Building On West Side, Nobody Injured","03/01/2016","Vehicle","1500 Block McKenna Blvd, Madison, WI","-89.497998","43.036890","2016-03-01T07:45:00-06:00","0:05:00"
"Engine 12 Investigates 'Electrical Burning Smell'","02/29/2016","Electrical","1600 Block Hidden Hill, Madison, WI","-89.560987","43.036688","2016-02-29T12:23:00-06:00","0:04:00"
"MFD Breaks Up Bonfire On Lake Monona","02/27/2016","Outdoor","E. Wilson St, Madison, WI","-89.370572","43.080160","2016-02-27T23:10:00-06:00","0"
"Lake Rescue Team Called To Lake Monona","02/27/2016","Special Rescue","Lake Monona, Madison, WI","-89.355890","43.071096","2016-02-27T15:25:00-06:00","0:03:00"
"Woman Drops Keys In Sewer, Engine Company 3 Goes Fishing","02/26/2016","Outdoor","1300 Block E. Washington Ave, Madison, WI","-90.152810","38.689883","2016-02-26T22:38:00-06:00","0"
"Firefighters Catch Active Fire Threat Early Thanks To Automatic Alarm","02/26/2016","Structure","Madison, WI","-89.401230","43.073052","2016-02-26T21:41:00-06:00","0:09:00"
"Witness Alerts Driver To Impending Vehicle Fire","02/26/2016","Vehicle","7100 Block Flower Ln, Madison, WI","-89.506602","43.066987","2016-02-26T20:41:00-06:00","0:05:00"
"Nobody Home As Dumplings Burn On Stovetop","02/26/2016","Excessive heat/scorch","600 Block Vera Ct, Madison, WI","-89.385991","43.136216","2016-02-26T17:55:00-06:00","0:04:00"
"Alert Neighbor Reports Fire Brewing Inside Shorewood Hills Home","02/25/2016","Structure","3500 Block Blackhawk Dr, Madison, WI","-89.449380","43.080055","2016-02-25T06:08:00-06:00","0:07:00"
"Dryer Removed After Underwear Goes Up In Smoke","02/24/2016","Appliance","Yuma Dr, Madison, WI","-89.447941","43.045753","2016-02-24T20:28:00-06:00","0:05:00"
"Flue Fire Put Out With 'Chimney Bombs'","02/24/2016","Structure","2200 Block Aspen Rd, Madison, WI","-89.471931","43.029578","2016-02-24T17:53:00-06:00","0:05:00"
"Plastic Bag Heats Up On Tailpipe of Badger Bus","02/24/2016","Vehicle","Thurston Ln. / Rosenberry Rd, Madison, WI","-89.457997","43.030044","2016-02-24T07:12:00-06:00","0:07:00"
"Abandoned Motorcycle Found Amid Embers in Owen Park","02/24/2016","Vehicle","Jetty Dr. / Ozark Trail, Madison, WI","-89.490207","43.072022","2016-02-24T03:52:00-06:00","0:09:00"
"Firefighters Search For Gas Leak On Langdon, Find Smoke Instead","02/23/2016","Structure","200 Block Langdon St, Madison, WI","-89.392553","43.076759","2016-02-23T21:06:00-06:00","0:04:00"
"Car Fire on Portage Rd.","02/23/2016","Vehicle","2100 Block of Portage Road, Madison, WI","-89.315492","43.127001","2016-02-23T16:19:00-06:00","0:06:00"
"Olive Oil Ignites After Cook Steps Away From Kitchen","02/23/2016","Cooking","2100 Block E. Washington Ave, Madison, WI","-89.355938","43.095112","2016-02-23T10:49:00-06:00","0:06:00"
"Semi Driver Advised To Pull Over When Tire Catches Fire","02/22/2016","Vehicle","USH 12 Westbound at S. Park Street, Madison, WI","-89.394409","43.050640","2016-02-22T13:15:00-06:00","0"
"Working Detector Alerts Family To Carbon Monoxide In Home","02/22/2016","Carbon Monoxide","3000 Block Manchester Rd, Madison, WI","-89.488835","43.018917","2016-02-22T12:31:00-06:00","0"
"One Rescued From Lake Wingra After Passerby Hears Cries For Help","02/21/2016","Lake Rescue","N. Wingra Dr. / S. Mills St, Madison, WI","-89.404082","43.070597","2016-02-21T20:04:00-06:00","0:03:00"
"Firefighters Attempt To Reach Patient As Van Crashes Into Ambulance","02/21/2016","Vehicle","E. Main St. / S. Butler St, Madison, WI","-75.491693","41.423181","2016-02-21T18:42:00-06:00","0"
"Firefighters Douse Vehicle With 100 Gallons Of Water Following Alleged Arson Attempt","02/21/2016","Vehicle","2000 Block Packers Ave, Madison, WI","-89.355143","43.120436","2016-02-21T17:06:00-06:00","0:07:00"
"Hazmat Team Sent To Watertown After Multiple Churchgoers Become Ill","02/21/2016","Hazmat","300 Block N. Sixth, Watertown, WI","-97.118697","44.908149","2016-02-21T12:46:00-06:00","0"
"Neighbor Finds Moped On Fire In Backyard Burning Pit","02/21/2016","Vehicle","500 Block W. Mifflin St, Madison, WI","-89.380747","43.078792","2016-02-21T02:58:00-06:00","0:02:00"
"Two Rescued From Campus Elevator","02/19/2016","Elevator","1500 Block Engineering Dr, Madison, WI","-89.411456","43.072552","2016-02-19T18:56:00-06:00","0:03:00"
